	Term	P-value	trait_efos	trait_category	program_name	trait_reported	Genes	study_id	pmid	-log10(p-value)
151	GO_0036273	0.2825645333137379	GO_0036273	biological process	14	Statin medication	VEGFA;CCDC93;HBS1L	FINNGEN_R6_RX_STATIN		0.5488823504590236
152	EFO_0005670	0.2836706500762038	EFO_0005670	biological process	28	Age of smoking initiation (MTAG)	NTM;NR2F2;FGFR1;NLGN1;DNAJC1	GCST007462	PMID:30643251	0.5471855960664449
153	GO_0042476	0.2840381605937625	GO_0042476	biological process	15	Primary tooth development (number of teeth)	CALU	GCST002031	PMID:23704328	0.546623308467193
154	GO_0042476	0.2840381605937625	GO_0042476	biological process	50	Primary tooth development (number of teeth)	CALU	GCST002031	PMID:23704328	0.546623308467193
155	EFO_0008579	0.2847044450855023	EFO_0008579	biological process	51	General risk tolerance (MTAG)	YWHAZ;ATAD2B;REST;NFIA;CUL3;SND1	GCST007325	PMID:30643258	0.5456057521679907
156	EFO_0004330	0.2849006872123072	EFO_0004330	biological process	13	Ground coffee (include espresso, filter etc) | coffee type	CDH13	NEALE2_1508_3		0.5453065031924187
157	EFO_0004875	0.2849866821677893	EFO_0004875	biological process	50	Highest math class taken (MTAG) [MTAG]	MEF2C;SYT1;TUSC3;NOL4L;CALU;STK24;BNIP3L;NF2;CEP170;EFNA5;PTPRN2;GSTO1;IRF2BP2;MARCKS;EXT1;CDH2;ALCAM;PCYOX1;FOXP1;ZBTB38;PDE4B;TCF4;ARAP3	GCST006568	PMID:30038396	0.5451754347149352
158	GO_0036273	0.2850875646391079	GO_0036273	biological process	16	Statin medication	GLTPD2;FAM90A1	FINNGEN_R6_RX_STATIN		0.5450217259609713
159	EFO_0009473	0.2892811457871615	EFO_0009473	biological process	48	hemolysis of donated blood (osmotic)	PIEZO1	GCST012135	PMID:34014839	0.5386798710441382
160	GO_0042476	0.2892811457871615	GO_0042476	biological process	48	Primary tooth development (number of teeth)	CALU	GCST002031	PMID:23704328	0.5386798710441382
161	EFO_0004319	0.2895039973716333	EFO_0004319	biological process	43	Smoking cessation (MTAG)	FOXP1;PTPRF	GCST007464	PMID:30643251	0.538345435306296
162	EFO_0005422	0.2915440181172296	EFO_0005422	biological process	38	Facial ageing	AKAP12;DOCK8	NEALE2_1757		0.5352958649797921
163	EFO_0009473	0.2944899748541046	EFO_0009473	biological process	8	hemolysis of donated blood (osmotic)	AQP1	GCST012135	PMID:34014839	0.530929485052261
164	EFO_0004330	0.2954618459343684	EFO_0004330	biological process	31	Ground coffee (include espresso, filter etc) | coffee type	CDH13	NEALE2_1508_3		0.5294985931921967
165	GO_0006306	0.2998985167797864	GO_0006306	biological process	4	DNA methylation variation (age effect)	MTHFD1L;GNPDA1;NFIA;HMGB1;NR5A2	GCST006660	PMID:30348214	0.5230256821429308
166	EFO_0005422	0.3001122939856618	EFO_0005422	biological process	31	Facial ageing	AKAP12;ZBTB20	NEALE2_1757		0.5227162135029292
167	GO_0042476	0.3005240324595927	GO_0042476	biological process	9	Primary tooth development (number of teeth)	CALU	GCST002031	PMID:23704328	0.5221207923891809
168	EFO_0004318	0.3033094604852563	EFO_0004318	biological process	56	Smoking status (ever vs never smokers)	ASCC3;OLA1;PCCA;LRPPRC	GCST007327	PMID:30643258	0.518114043456345
169	EFO_0008579	0.3050129442543118	EFO_0008579	biological process	29	General risk tolerance (MTAG)	BDNF;AKT3;DPYD;PLXNA2;TCF4;STK32C;HIVEP1;PPP1R3B	GCST007325	PMID:30643258	0.5156817295091745
170	EFO_0009473	0.3065121727567312	EFO_0009473	biological process	25	hemolysis of donated blood (osmotic)	SWAP70	GCST012135	PMID:34014839	0.5135522733279418
171	GO_0042476	0.3065121727567312	GO_0042476	biological process	25	Primary tooth development (number of teeth)	CALU	GCST002031	PMID:23704328	0.5135522733279418
172	EFO_0008579	0.307935309981509	EFO_0008579	biological process	35	General risk tolerance (MTAG)	YWHAZ;RGS17;GJA1;SPRY2;PLXNA2;TCF4;SDCCAG8;PPP1R3B	GCST007325	PMID:30643258	0.5115405090478005
173	EFO_0004318	0.3088973989690902	EFO_0004318	biological process	14	Smoking status (ever vs never smokers)	ZEB2;REV3L;MAML3;TANK	GCST007327	PMID:30643258	0.5101857486041086
174	EFO_0004329	0.3101482735879818	EFO_0004329	biological process	50	Frequency of needing morning drink of alcohol after heavy drinking session in last year	COL5A2	NEALE2_20412		0.5084306319528267
175	EFO_0004875	0.3114186984457615	EFO_0004875	biological process	19	Highest math class taken (MTAG) [MTAG]	PCYOX1;TFB1M;NR2F1;IRF2BP2;SYT1;MARCKS;PTPN1;CBX5;CACNB1;HABP4;BNIP3L;MNT;DUSP6;NFIB;LONRF1;PDIA6;MTFR1;PTPRN2	GCST006568	PMID:30038396	0.5066553147350892
176	EFO_0004319	0.3114259328995937	EFO_0004319	biological process	34	Smoking cessation (MTAG)	SCAI;ATXN7L3B	GCST007464	PMID:30643251	0.5066452259160774
177	EFO_0008579	0.3142872852428002	EFO_0008579	biological process	5	General risk tolerance (MTAG)	CMPK2;RASGRF2;RSAD2;MAP2;ZEB2	GCST007325	PMID:30643258	0.5026731883765869
178	GO_0006306	0.3147452002330432	GO_0006306	biological process	6	DNA methylation variation (age effect)	CD82;KCND3;SVIL;KLF11;KREMEN1	GCST006660	PMID:30348214	0.5020408840261292
179	EFO_0004329	0.3157594554548049	EFO_0004329	biological process	48	Frequency of needing morning drink of alcohol after heavy drinking session in last year	COL5A2	NEALE2_20412		0.5006436355775059
180	EFO_0005670	0.3157841640005155	EFO_0005670	biological process	27	Age of smoking initiation (MTAG)	NTM;CAPZA2;ARID5B;EFNA5;TOX	GCST007462	PMID:30643251	0.5006096528572856
181	EFO_0004337	0.316319706775333	EFO_0004337	biological process	50	General cognitive ability	EXT1;MEF2C;FOXP1;SYT1	GCST006269	PMID:29844566	0.4998737506161195
182	EFO_0005670	0.3167707015882007	EFO_0005670	biological process	56	Age of smoking initiation (MTAG)	IQCJ-SCHIP1;PCCA;CUL3;SHTN1	GCST007462	PMID:30643251	0.49925499351874497
183	EFO_0004337	0.3185039514114806	EFO_0004337	biological process	3	General cognitive ability	CSE1L;CCDC14;TMEM160	GCST006269	PMID:29844566	0.49688517536769905
184	EFO_0004337	0.3209853313584844	EFO_0004337	biological process	37	General cognitive ability	FOXP1;EXT1;PTPRF;AFF3	GCST006269	PMID:29844566	0.4935148138743408
185	EFO_0004329	0.3213295271684572	EFO_0004329	biological process	8	Frequency of needing morning drink of alcohol after heavy drinking session in last year	COL5A2	NEALE2_20412		0.4930493650269752
186	EFO_0009473	0.3217015395386369	EFO_0009473	biological process	47	hemolysis of donated blood (osmotic)	SWAP70	GCST012135	PMID:34014839	0.492546860728323
187	EFO_0005670	0.3225022566215554	EFO_0005670	biological process	14	Age of smoking initiation (MTAG)	ZEB2;MDFIC;MAML3;JADE2	GCST007462	PMID:30643251	0.491467242160929
188	EFO_0008579	0.3296445514182496	EFO_0008579	biological process	31	General risk tolerance (MTAG)	YWHAZ;CTSB;CDH13;MSRB3;PPP1R3B;ZBTB20	GCST007325	PMID:30643258	0.48195409816552065
189	EFO_0004337	0.3303342165519922	EFO_0004337	biological process	48	General cognitive ability	ADAMTS9;NR1D2;PTPRF;PPP3R1	GCST006269	PMID:29844566	0.4810464390543354
190	EFO_0004329	0.3323474103859336	EFO_0004329	biological process	39	Frequency of needing morning drink of alcohol after heavy drinking session in last year	COL5A2	NEALE2_20412		0.47840770085096845
191	EFO_0004329	0.3341679906082271	EFO_0004329	biological process	25	Frequency of needing morning drink of alcohol after heavy drinking session in last year	COL5A2	NEALE2_20412		0.4760351527909087
192	EFO_0004330	0.3353094884846678	EFO_0004330	biological process	50	Ground coffee (include espresso, filter etc) | coffee type	CDH13	NEALE2_1508_3		0.47455415686575864
193	EFO_0004330	0.3372966040085778	EFO_0004330	biological process	37	Ground coffee (include espresso, filter etc) | coffee type	CDH13	NEALE2_1508_3		0.4719880313804987
194	EFO_0008579	0.3376656219771135	EFO_0008579	biological process	46	General risk tolerance (MTAG)	YWHAZ;IPO11;HIBADH;STK32C;SND1	GCST007325	PMID:30643258	0.47151315300284724
195	EFO_0004319	0.3390852288315692	EFO_0004319	biological process	36	Smoking cessation (MTAG)	RBMS1;FOXP1;SRPK2	GCST007464	PMID:30643251	0.46969112846627836
196	EFO_0005670	0.3397425595837888	EFO_0005670	biological process	38	Age of smoking initiation (MTAG)	PCDH7;SDK1;FOXP1;BDNF	GCST007462	PMID:30643251	0.468850045609704
197	EFO_0004337	0.3410375972625585	EFO_0004337	biological process	17	General cognitive ability	ERLIN1;FAM43B;AFF3	GCST006269	PMID:29844566	0.4671977401172232
198	EFO_0008579	0.3415787111815643	EFO_0008579	biological process	12	General risk tolerance (MTAG)	FIGN;KPNA2;KIAA1328;FOXP1;PARPBP	GCST007325	PMID:30643258	0.4665092044481449
199	GO_0006306	0.3437936171346316	GO_0006306	biological process	39	DNA methylation variation (age effect)	PTPRM;ABCA1;ZNF124;CD82;GLIS3;DACH1;MYRIP	GCST006660	PMID:30348214	0.4637021906767178
200	EFO_0004318	0.3444811721735522	EFO_0004318	biological process	36	Smoking status (ever vs never smokers)	FOXO3;REV3L;ZFHX3;TRIM8;ARID5B	GCST007327	PMID:30643258	0.46283450973482565
201	EFO_0008579	0.3454954292201957	EFO_0008579	biological process	6	General risk tolerance (MTAG)	SORCS2;OMG;RASGRF2;DIPK2A;BIRC6	GCST007325	PMID:30643258	0.461557693810992
202	EFO_0005422	0.3495417642109394	EFO_0005422	biological process	52	Facial ageing	RALY	NEALE2_1757		0.4565009261193818
203	EFO_0004875	0.352458736106693	EFO_0004875	biological process	7	Highest math class taken (MTAG) [MTAG]	SEC61G;NR2F1;NR2F2;AGO2;CALU;MARCKS;BACE2;DUSP6;LSM5;FAM120A;CAMTA1;GANAB	GCST006568	PMID:30038396	0.45289172046024373
204	EFO_0004330	0.3588012390481544	EFO_0004330	biological process	39	Ground coffee (include espresso, filter etc) | coffee type	CDH13	NEALE2_1508_3		0.4451460658764206
205	EFO_0004875	0.3604512307038529	EFO_0004875	biological process	42	Highest math class taken (MTAG) [MTAG]	KIF20B;CENPW;DMC1;DERA;CBX5;FANCL;SGO1;DIAPH3;CEP57;LSM5;HNRNPD;CTNNAL1;GPD2	GCST006568	PMID:30038396	0.4431534873079046
206	EFO_0004330	0.3607243971754141	EFO_0004330	biological process	25	Ground coffee (include espresso, filter etc) | coffee type	CDH13	NEALE2_1508_3		0.44282448368568694
207	EFO_0005670	0.3609783649397544	EFO_0005670	biological process	36	Age of smoking initiation (MTAG)	NR2F2;FOXP1;SAMD8;ZBTB16;ARID5B	GCST007462	PMID:30643251	0.4425188265399006
208	EFO_0004318	0.3660017811064034	EFO_0004318	biological process	11	Smoking status (ever vs never smokers)	PLXNA2;POU6F2;RASGRF2	GCST007327	PMID:30643258	0.4365168011553146
209	EFO_0005422	0.3662562795309925	EFO_0005422	biological process	15	Facial ageing	KLHL6;GSDMC	NEALE2_1757		0.436214920515568
210	EFO_0004875	0.3676013464328727	EFO_0004875	biological process	34	Highest math class taken (MTAG) [MTAG]	TASOR;PIGL;NR2F2;PURA;SORBS2;EXD3;RGS17;PCDH9;HMGA2;NOVA1;CELF2;BTN3A2;NFIA;CCDC66	GCST006568	PMID:30038396	0.4346229065696696
211	EFO_0004319	0.3691334801010086	EFO_0004319	biological process	12	Smoking cessation (MTAG)	RBMS1;FOXP1	GCST007464	PMID:30643251	0.432816562867988
212	EFO_0004337	0.3691475136384582	EFO_0004337	biological process	24	General cognitive ability	NR1D2;CYLD;ZMIZ2	GCST006269	PMID:29844566	0.43280005238504626
213	EFO_0005422	0.3695989257902322	EFO_0005422	biological process	37	Facial ageing	BNC2;EFEMP1	NEALE2_1757		0.43226929969233274
214	EFO_0004318	0.3708330307552693	EFO_0004318	biological process	18	Smoking status (ever vs never smokers)	PDE4B;SORL1;IGFBPL1;KLF7	GCST007327	PMID:30643258	0.43082158942544513
215	EFO_0004337	0.3772455424132228	EFO_0004337	biological process	25	General cognitive ability	MYLK;EXT1;CYLD;PTPRF	GCST006269	PMID:29844566	0.42337588320718333
216	EFO_0004330	0.3777983253123814	EFO_0004330	biological process	47	Ground coffee (include espresso, filter etc) | coffee type	AHR	NEALE2_1508_3		0.42273997153118803
217	EFO_0004337	0.3803455116589593	EFO_0004337	biological process	1	General cognitive ability	DDX18;FOXP1;SYT1	GCST006269	PMID:29844566	0.4198217043550594
218	EFO_0004330	0.3806033286647947	EFO_0004330	biological process	35	Ground coffee (include espresso, filter etc) | coffee type	JMJD1C	NEALE2_1508_3		0.41952741779773484
219	EFO_0004318	0.3962529815859197	EFO_0004318	biological process	21	Smoking status (ever vs never smokers)	PDE4B;ZFHX3;BDNF	GCST007327	PMID:30643258	0.4020274569345944
220	GO_0036273	0.3988362717983404	GO_0036273	biological process	37	Statin medication	PIR;RGS2;IRF2BP2	FINNGEN_R6_RX_STATIN		0.3992053520516019
221	EFO_0008579	0.3991714042792249	EFO_0008579	biological process	43	General risk tolerance (MTAG)	GJA1;FOXP1;ADAM15;CTSB	GCST007325	PMID:30643258	0.3988405781275549
222	EFO_0004337	0.3993633006230692	EFO_0004337	biological process	55	General cognitive ability	DDX18;SREK1IP1	GCST006269	PMID:29844566	0.39863184699959864
223	EFO_0004875	0.4003921811003404	EFO_0004875	biological process	1	Highest math class taken (MTAG) [MTAG]	SEC61G;NR2F1;SYT1;SORBS2;MAP3K20;STK24;FOXP1;KLF6;HMGA2;BNIP3;NPM1;CHD2;CELF2;NFIB;FBXL5;MBNL2;NDUFAF2	GCST006568	PMID:30038396	0.39751441205718535
224	EFO_0004337	0.4026182312419935	EFO_0004337	biological process	32	General cognitive ability	KMT2E;FOXP1;CDKAL1	GCST006269	PMID:29844566	0.3951065634053147
225	EFO_0008579	0.4044029937787817	EFO_0008579	biological process	24	General risk tolerance (MTAG)	PRTG;CYLD;ATAD2B;DPYSL4;CUL3	GCST007325	PMID:30643258	0.3931856380048933
226	EFO_0005670	0.4087064004792985	EFO_0005670	biological process	59	Age of smoking initiation (MTAG)	DNAJC1;TMEM18	GCST007462	PMID:30643251	0.3885885610379164
227	EFO_0004318	0.4129093775159604	EFO_0004318	biological process	5	Smoking status (ever vs never smokers)	ZEB2;RASGRF2;LRPPRC	GCST007327	PMID:30643258	0.3841452538237985
228	GO_0036273	0.4178564178146136	GO_0036273	biological process	11	Statin medication	NPFFR2;N4BP2L1	FINNGEN_R6_RX_STATIN		0.3789729231603993
229	GO_0036273	0.420869764888005	GO_0036273	biological process	8	Statin medication	APOB;NOS3;HHEX	FINNGEN_R6_RX_STATIN		0.37585227266953203
230	EFO_0004318	0.4327131455895209	EFO_0004318	biological process	46	Smoking status (ever vs never smokers)	TRIM8;OLA1;DNAJC1	GCST007327	PMID:30643258	0.3637999109712078
231	EFO_0004875	0.4344285909877106	EFO_0004875	biological process	20	Highest math class taken (MTAG) [MTAG]	TASOR;CYLD;NUFIP2;ROBO1;CFAP58;DIPK2A;PHIP;DRD2;TMEM192;CHD2;WWOX;ZCCHC14;PLXNB2;KDM4B	GCST006568	PMID:30038396	0.362081600317023
232	EFO_0004318	0.4359917723022404	EFO_0004318	biological process	12	Smoking status (ever vs never smokers)	NAV2;MAP3K20;CCDC167	GCST007327	PMID:30643258	0.3605217063218986
233	EFO_0004875	0.4364332726812347	EFO_0004875	biological process	39	Highest math class taken (MTAG) [MTAG]	NR2F2;CPD;UTRN;PREX1;ZNF521;NEURL1B;GLIS3;DUSP6;THSD7A;MARCKS;NFIB;CREB3L1;SHANK3;MAST4;INPP5D;KALRN;ATF7IP;GTF2I;CAMK1D;MAGI1;TCF4;MEIS2;CD40	GCST006568	PMID:30038396	0.36008214719684567
234	EFO_0005422	0.437081291346614	EFO_0005422	biological process	49	Facial ageing	SRPK2	NEALE2_1757		0.35943778248041813
235	EFO_0005422	0.4381413586357549	EFO_0005422	biological process	47	Facial ageing	ZEB2;ZBTB20	NEALE2_1757		0.3583857493794562
236	EFO_0005422	0.44289869345144	EFO_0005422	biological process	35	Facial ageing	KLHL6;RALY	NEALE2_1757		0.3536956008795377
237	EFO_0004337	0.4437609843913876	EFO_0004337	biological process	40	General cognitive ability	RBL2;CSE1L;NAV2	GCST006269	PMID:29844566	0.35285088373623036
238	GO_0036273	0.446974012078962	GO_0036273	biological process	39	Statin medication	MYLIP;GAS6;ABCA1	FINNGEN_R6_RX_STATIN		0.349717726843015
239	EFO_0008579	0.4479036093384264	EFO_0008579	biological process	47	General risk tolerance (MTAG)	DPYD;IPO11;FOXP1;TCF4;NFIA;ZEB2;ZBTB20	GCST007325	PMID:30643258	0.3488154378691185
240	EFO_0005670	0.4495722318105741	EFO_0005670	biological process	12	Age of smoking initiation (MTAG)	FOXP1;DNMT3B;FIGN	GCST007462	PMID:30643251	0.3472005211575607
241	EFO_0005670	0.4528825850894026	EFO_0005670	biological process	6	Age of smoking initiation (MTAG)	BIRC6;DUSP13;MAIP1	GCST007462	PMID:30643251	0.3440143791293393
242	EFO_0004318	0.4546250605423712	EFO_0004318	biological process	37	Smoking status (ever vs never smokers)	RARB;TOX;BDNF;EFNA5	GCST007327	PMID:30643258	0.3423466281022777
243	EFO_0005422	0.4627942354250847	EFO_0005422	biological process	55	Facial ageing	ZHX3	NEALE2_1757		0.33461205926797205
244	EFO_0004318	0.4628449555952212	EFO_0004318	biological process	28	Smoking status (ever vs never smokers)	PLXNA2;DNAJC1;NTM;KLF7	GCST007327	PMID:30643258	0.33456446515085336
245	GO_0036273	0.4677388258451694	GO_0036273	biological process	4	Statin medication	RGS2;HHEX	FINNGEN_R6_RX_STATIN		0.3299965788824673
246	GO_0036273	0.4731306620432119	GO_0036273	biological process	10	Statin medication	GLTPD2;APOB	FINNGEN_R6_RX_STATIN		0.32501890584138005
247	GO_0036273	0.4731306620432119	GO_0036273	biological process	46	Statin medication	PIR;HHEX	FINNGEN_R6_RX_STATIN		0.32501890584138005
248	GO_0036273	0.4758146747042535	GO_0036273	biological process	12	Statin medication	LDLR;IRF2BP2	FINNGEN_R6_RX_STATIN		0.3225621679212786
249	EFO_0004875	0.4869576142526183	EFO_0004875	biological process	33	Highest math class taken (MTAG) [MTAG]	KIF20B;JADE1;SNRNP200;PHIP;MPHOSPH9;CBX5;HSPH1;KLF6;HMGA2;SGO1;DIAPH3;CEP170;BRIP1;HNRNPD;SMCHD1	GCST006568	PMID:30038396	0.312508838985172
250	GO_0006306	0.4884417356114543	GO_0006306	biological process	27	DNA methylation variation (age effect)	CREB5;ADGRL2;EEA1;RGS16;DACH1;SVIL	GCST006660	PMID:30348214	0.3111872342207062
251	GO_0036273	0.4891137300903513	GO_0036273	biological process	53	Statin medication	PIR;ANKRD17	FINNGEN_R6_RX_STATIN		0.31059014576841015
252	EFO_0004319	0.4912323207922931	EFO_0004319	biological process	18	Smoking cessation (MTAG)	PDE4B;CHRNA3	GCST007464	PMID:30643251	0.3087130663783759
253	GO_0036273	0.4956985515996857	GO_0036273	biological process	35	Statin medication	CDKN2B;PPP1R3B;TRIB1	FINNGEN_R6_RX_STATIN		0.30478235007443977
254	EFO_0004318	0.4979578986406992	EFO_0004318	biological process	27	Smoking status (ever vs never smokers)	TOX;NTM;ARID5B;EFNA5	GCST007327	PMID:30643258	0.3028073744309605
255	EFO_0005670	0.4983723638265243	EFO_0005670	biological process	8	Age of smoking initiation (MTAG)	ZEB2;FGFR1;NTM;NR2F2	GCST007462	PMID:30643251	0.3024460485527682
256	EFO_0004318	0.4999500647969271	EFO_0004318	biological process	1	Smoking status (ever vs never smokers)	MAP3K20;OLA1;DNAJC1	GCST007327	PMID:30643258	0.30107337099626785
257	EFO_0005670	0.5015094201880821	EFO_0005670	biological process	24	Age of smoking initiation (MTAG)	CPXM2;BEND7;CUL3	GCST007462	PMID:30643251	0.2997209049221692
258	GO_0006306	0.5046710869807847	GO_0006306	biological process	10	DNA methylation variation (age effect)	DNAH11;MYZAP;SERTAD2;GNPDA1	GCST006660	PMID:30348214	0.2969915756395798
259	EFO_0005670	0.5141166161169642	EFO_0005670	biological process	1	Age of smoking initiation (MTAG)	ZBTB16;FOXP1;DNAJC1	GCST007462	PMID:30643251	0.2889383596200451
260	EFO_0005670	0.5172664752647963	EFO_0005670	biological process	9	Age of smoking initiation (MTAG)	GAPVD1;BIRC6;FGFR1;ADAR	GCST007462	PMID:30643251	0.2862856678876696
261	GO_0036273	0.517640328122893	GO_0036273	biological process	24	Statin medication	USP24;HBS1L	FINNGEN_R6_RX_STATIN		0.2859718961744173
262	EFO_0004319	0.5204564550586136	EFO_0004319	biological process	59	Smoking cessation (MTAG)	TMEM18	GCST007464	PMID:30643251	0.28361560067575486
