Term	FDR q-val	trait_efos	trait_category	program_name	trait_reported	Lead_genes	study_id	pmid	-log10(p-value)
EFO_0004319	0.1935670888824662	EFO_0004319	biological process	27	Smoking cessation (MTAG)	CTTNBP2;SOX6;PDE1C;PLCL2;SEMA6D;FOXP1;SGCD;AGBL4	GCST007464	PMID:30643251	0.7131684813858805
EFO_0008579	0.1960845070422535	EFO_0008579	biological process	18	General risk tolerance (MTAG)	PRTG;ESRRG;AUTS2;PCDH7;PTN;GABRB1;ZBTB20;HCN1;FOXN3;EPHA5;SCMH1;NFIA;SDCCAG8;RARB;AKT3;KIRREL3;LRP8;SPRY2;ZEB2;CDK19;ATG10;TBC1D32;GRM8;STAG1;TRPC6;LRRC4C;FAM78B;ARNTL;INPP4B;IPO11	GCST007325	PMID:30643258	0.7075567192943057
EFO_0005670	0.1961875	EFO_0005670	biological process	3	Age of smoking initiation (MTAG)	NLGN1;CADM2;TOX;NPAS3;FOXP1;SDK1;HCN1;CTTNBP2;EFNA5;IMMP2L;LRRC4C;CPXM2;RUNX1T1;ELAVL2;NTM	GCST007462	PMID:30643251	0.7073286669558824
EFO_0005670	0.204539399792589	EFO_0005670	biological process	34	Age of smoking initiation (MTAG)	AUTS2;MAML3;NTM;GRIN2A;NCAM1;DNAJC1;MDFIC;ARID5B;ZEB2;FOXP2;ZNF423;MAP2K5;FBXL17;FOXP1;NLGN1;ZBTB16;IMMP2L;JADE2	GCST007462	PMID:30643251	0.689223022794178
GO_0006306	0.2049140434031415	GO_0006306	biological process	50	DNA methylation variation (age effect)	STC1;GLIS3;CREB5;SVIL;PARD3B;BMP7;LRP1B;DDAH1;ADGRL2;CDH11;KCNMA1;MTUS2;ATP9A;MTHFD1L;GNAL;FYN;PITPNC1;PDE8A;RGS16;ZFAT;ABCA1;SH3GL2;MSR1	GCST006660	PMID:30348214	0.6884282770136617
EFO_0005422	0.2052528245801547	EFO_0005422	biological process	38	Facial ageing	ZEB2;TRPS1;RUNX2;SLC39A8;ZBTB20	NEALE2_1757		0.687710857637831
EFO_0004337	0.2056350546604373	EFO_0004337	biological process	23	General cognitive ability	PTPRF;DLL4;PDE4D;CCDC85A;DCC;MEF2C;EXT1;FOXP1;SYT1;FOXO3;GADD45G;TSHZ3	GCST006269	PMID:29844566	0.6869028490741563
EFO_0004337	0.2064410985239444	EFO_0004337	biological process	55	General cognitive ability	NAV2;EXT1;AFF3;LARGE1;ADAMTS9;PTPRF;TSHZ3;PDE4D	GCST006269	PMID:29844566	0.6852038386080054
EFO_0004318	0.2082933766388667	EFO_0004318	biological process	23	Smoking status (ever vs never smokers)	RASGRF2;PLXNA2;KLF7;ZEB2;PDE4B;MAML3;DCC;CPXM2;DNAJC1;FBXL17;MSRA;FOXO3	GCST007327	PMID:30643258	0.6813245396294264
EFO_0004875	0.2103162588423109	EFO_0004875	biological process	23	Highest math class taken (MTAG) [MTAG]	SORBS2;MAST4;MAGI1;KIAA1217;CRIM1;MAML2;AUTS2;ZFPM2;ZEB2;PDE4B;BMP2K;MAML3;MBNL2;PDE1C;NFIB;PDE4D;PLCL1;CELF2;CCDC85A;DCC;KALRN;CDH2;CSGALNACT1;DENND5B;DUSP6;MEF2C;AGAP1;PREX1;ASXL3;EXT1;GULP1;FARP1;SPRED2;ZNF521;TOX3;FOXP1;SYT1;SH3RF3;FBXL17;EHBP1;FOXP2;MSRA;GLI3;SCMH1;FOXO3;TCF7L2;HABP4;GADD45G;TTLL11;NEDD4L;CAMTA1;PTCH1;MCM9;KDM4C;EFNA5;FGF12	GCST006568	PMID:30038396	0.677127152170765
EFO_0004318	0.2106838932691456	EFO_0004318	biological process	24	Smoking status (ever vs never smokers)	TTC29;CDH6;LRRC4C;EFNA5;ARID5B;RUNX1T1;FBXL17;RANBP17;LAMA2;SDK1;REV3L;GALNT17;DNAJC1;ASCC3;PCDH7;SORL1;CPXM2;PCDH9;EPHA7	GCST007327	PMID:30643258	0.6763686648271642
GO_0006306	0.2112886219273004	GO_0006306	biological process	38	DNA methylation variation (age effect)	CDH11;BMP7;MTUS2;PTPRM;NR5A2;FYN;DDAH1;SVIL;PARD3B;NFIA;ADGRL2;MTHFD1L;CREB5;ABCA1;ATP9A;ZFAT;GLIS3	GCST006660	PMID:30348214	0.6751238894466737
EFO_0005422	0.2119502762430939	EFO_0005422	biological process	13	Facial ageing	ZEB2;ARL15;AKAP12;TRPS1;ZBTB20	NEALE2_1757		0.6737660130623883
EFO_0004337	0.21236666795271	EFO_0004337	biological process	27	General cognitive ability	MEF2C;PDE4D;GADD45G;PLCL2;CCDC85A;SYT1;FOXP1;ADAMTS9;DCC;PRKD1;FOXN3	GCST006269	PMID:29844566	0.6729136470076342
EFO_0005422	0.213710783571648	EFO_0005422	biological process	50	Facial ageing	RUNX2;ZBTB20;AKAP12	NEALE2_1757		0.6701735633412902
EFO_0004319	0.2146009844081853	EFO_0004319	biological process	24	Smoking cessation (MTAG)	TMTC2;TTC29;JADE2;SCAI;LMO3;PTPRF;AGBL4;ZFHX4	GCST007464	PMID:30643251	0.6683682901889761
EFO_0005422	0.21505	EFO_0005422	biological process	18	Facial ageing	RUNX2;ZBTB20;MFAP4;AKAP12;ARL15;ZEB2;TRPS1	NEALE2_1757		0.6674605531098894
EFO_0008579	0.2158032786885246	EFO_0008579	biological process	13	General risk tolerance (MTAG)	PRTG;ZEB2;CDH13;RUNX1T1;SDCCAG8;HCN1;ZNF536;STAG1;SCMH1;RGS6;ZBTB20;ATG10;AKT3;CD34;RP1L1;NFIA;B3GLCT;FOXN3;XKR6;FOXP1	GCST007325	PMID:30643258	0.665941961388431
EFO_0008579	0.2161824721080163	EFO_0008579	biological process	27	General risk tolerance (MTAG)	CDH13;SDCCAG8;ARHGAP28;AUTS2;GRIN2A;AKT3;ZBTB20;CDK19;FOXP2;SEMA6D;FOXP1;SCMH1;GJA1;STAG1;CACNA1C;IPO11;MPPED2;B3GLCT;PPP1R3B;TSHZ2;RARB;FOXN3;RUNX1T1;RASGRF2;XKR6	GCST007325	PMID:30643258	0.6651795211845477
EFO_0004319	0.2173818392900411	EFO_0004319	biological process	14	Smoking cessation (MTAG)	SEMA6D;FOXP1;PTPRF;XYLT1;SCAI	GCST007464	PMID:30643251	0.6627767409561128
EFO_0008579	0.2195718901263676	EFO_0008579	biological process	50	General risk tolerance (MTAG)	GRIA1;HIVEP3;CDH13;ZBTB20;MSRB3;KLHL29;MAP2;CA10;AUTS2;ARNTL;SPRY2;CDK19;TRHDE;BACH2;AKT3;SORCS2;FOXP1;SEMA6D;MPPED2	GCST007325	PMID:30643258	0.6584232595972267
EFO_0004337	0.2204454556621309	EFO_0004337	biological process	24	General cognitive ability	SLC39A8;PDE4D;SYT1;LARGE1;SLC22A23;CCDC85A;EXT1;PTPRF	GCST006269	PMID:29844566	0.6566988494400735
EFO_0004319	0.2214736842105263	EFO_0004319	biological process	13	Smoking cessation (MTAG)	PDE4B;PDE1C;PLCL2;HCN1	GCST007464	PMID:30643251	0.6546778698071464
EFO_0005422	0.2224596477400441	EFO_0005422	biological process	55	Facial ageing	BNC2;RUNX2;ZBTB20;DOCK8;ZEB2;MFAP4;AKAP12	NEALE2_1757		0.6527487548095913
EFO_0004875	0.2234866073210989	EFO_0004875	biological process	55	Highest math class taken (MTAG) [MTAG]	CACNA1C;PCDH7;HMGA2;ZNF608;KCNH1;MAML2;EXT1;AFF3;SCMH1;MBNL2;MAML3;DENND5B;LARGE1;GLI3;MEIS2;TLE4;AUTS2;SDK1;ZNF521;SPATS2L;HNMT;SPRED2;RORA;KALRN;SEMA6D;CTNNA3;FAT3;MSI2;TCF7L2;ASIC2;PLXNB2;RARB;CDH2;FBXL17;ASXL3;GLCCI1;AGAP1;MYO18B;RUNX1T1;ZFPM2;EHBP1;GRID1;DGKB;FARP1;DUSP6;MCM9;CNTNAP2;ETV1;CNTN5;PDE4D;SLC16A7;PCDH17;PALM	GCST006568	PMID:30038396	0.6507484973231732
EFO_0005670	0.2238510268395726	EFO_0005670	biological process	24	Age of smoking initiation (MTAG)	GRIN2A;NPAS3;TTC29;CDH6;MDFIC;LRRC4C;EFNA5;ARID5B;FOXP2;IMMP2L;RUNX1T1;FBXL17;JADE2;SDK1;NLGN1;AGBL4;ELAVL2;DNAJC1;PCDH7;CPXM2;PCDH9	GCST007462	PMID:30643251	0.6500409090994446
EFO_0008579	0.2243438862432527	EFO_0008579	biological process	24	General risk tolerance (MTAG)	GRIN2A;PARP8;GJA1;LRRC4C;STAG1;WSCD2;FOXP2;LRP8;RUNX1T1;NRXN1;XKR6;MACROD2;TBC1D32;ATG10;GRIA1;B3GLCT;PRTG;GABRG3;IPO11;INPP4B;SAMD12;PCDH7;FOXN3;KIAA1328;CAMKMT;CDH8	GCST007325	PMID:30643258	0.6490857612412154
GO_0006306	0.2244015432207822	GO_0006306	biological process	55	DNA methylation variation (age effect)	CDH11;KCNMA1;ADGRL2;CTNND2;DDAH1;CDH10;PTPRM;MTHFD1L;LRRTM4;FREM1;ARHGAP42;ABCA1;FHIT;PDE8A;NOS1AP;ENTPD1;GPRIN3	GCST006660	PMID:30348214	0.6489741607404506
EFO_0004319	0.2259016706808884	EFO_0004319	biological process	2	Smoking cessation (MTAG)	SCAI;BCL11A;XYLT1;JADE2;FOXP1;PLCL2;PTPRF;TMTC2	GCST007464	PMID:30643251	0.6460805571946975
EFO_0005422	0.2270145789179121	EFO_0005422	biological process	23	Facial ageing	AKAP12;ZEB2;ZBTB20;KLHL6;RUNX2;DOCK8	NEALE2_1757		0.6439462514399585
EFO_0004875	0.2274752873363974	EFO_0004875	biological process	35	Highest math class taken (MTAG) [MTAG]	GABRA4;MAML3;KCNJ6;AUTS2;KCNJ3;GLI3;ROBO2;SPRED2;MSI2;ZNF521;ASTN2;LRRC4C;PDE4D;FAT3;NOL4;PCDH7;PTCH1;FBXL17;SEMA6D;LINGO1;TLE4;NEGR1;FOXO3;SCMH1;PCDH9;GULP1;PLXNA4;EXT1;RGS6;HABP4;DIO3;MITF;MAML2;PRKN;FOXN3;DPH6;ROBO1;POU6F2;PDE4B;DUSP6;MCM9;CRTAC1;RORB;DENND5B;VWA8;FAM53B;SLC22A23;CAMTA1;HMGA2;WWOX;ZSWIM6;ETV1;CACNA1C;BACE2;ZNF423;SEMA3F;MBNL2;SATB2;EFNA5;ZNF608;KDM4C;B3GLCT;TENM4;MYO16;CDH7;L3MBTL3;BDNF;ALCAM;DMC1	GCST006568	PMID:30038396	0.6430657777163284
GO_0006306	0.2275795662437372	GO_0006306	biological process	27	DNA methylation variation (age effect)	GFRA2;SVIL;GAP43;DACH1;PTPRM;ABCA1;ENTPD1;NR5A2;PDE8A;FYN;PARD3B	GCST006660	PMID:30348214	0.6428667346582312
EFO_0004337	0.22762961560112	EFO_0004337	biological process	34	General cognitive ability	PRKD1;SLC22A23;PDE4D;SYT1;EXT1;KCNH7;FOXP1;FOXN3;DCDC2;NMNAT2;FOXO3;ERLIN1;PTPRF;CADM2;LARGE1;CACNA1E;NEGR1	GCST006269	PMID:29844566	0.6427712350036168
GO_0006306	0.2280562767782599	GO_0006306	biological process	35	DNA methylation variation (age effect)	FREM1;LRP1B;MME;KCNMA1;ATP9A;FYN;PLXNA4;ARHGAP42;LRRTM4;PDE8A;PITPNC1;WDR27;ZNF423;HMGB1;NOS1AP;TENM4	GCST006660	PMID:30348214	0.6419579701994134
GO_0006306	0.2295649803522342	GO_0006306	biological process	39	DNA methylation variation (age effect)	LRP1B;ADGRL2;KCNMA1;TENM4;LRRTM4;OVOL2;GPRIN3;PTPRM;FHIT;FYN;WDR27;ZNF423;ARHGAP42;SVIL;SH3GL2;NOS1AP	GCST006660	PMID:30348214	0.6390943619176265
EFO_0004319	0.2302727325975165	EFO_0004319	biological process	0	Smoking cessation (MTAG)	FOXP1;PLCL2;CTTNBP2;PDE4B;SOX6	GCST007464	PMID:30643251	0.637757485325122
GO_0006306	0.234015028488068	GO_0006306	biological process	23	DNA methylation variation (age effect)	CREB5;DACH1;PITPNC1;MSR1;SVIL;DDAH1;MTHFD1L;FYN;PDE8A;ABCA1;BCL2;NR5A2;ENTPD1	GCST006660	PMID:30348214	0.6307562512229384
GO_0006306	0.2353556235890082	GO_0006306	biological process	41	DNA methylation variation (age effect)	CTNND2;ARHGAP42;LRFN5;TENM4;FREM1;PARD3B;DDAH1;FYN;PLCB1;PTPRM;LRRTM4;COL28A1;DPYD;DACH1;CDH10;GLIS3;NFIA	GCST006660	PMID:30348214	0.6282754201978477
GO_0006306	0.2355129640163678	GO_0006306	biological process	22	DNA methylation variation (age effect)	PIK3CG;PTPRM;GPRIN3;SVIL;NR5A2;FYN;DACH1;STC1;BCL2;CREB5;PITPNC1;GAP43;MTHFD1L;PDE8A	GCST006660	PMID:30348214	0.6279851817588246
EFO_0008579	0.2387964883467997	EFO_0008579	biological process	35	General risk tolerance (MTAG)	AUTS2;GABRB1;PTN;PRTG;LRRC4C;PCDH7;SNTG1;SEMA6D;AKT3;SCMH1;ZBTB20;TSHZ2;RGS6;CDH13;FOXN3;ATG10;SDCCAG8;INPP4B;STAG1;CACNA1C;SLC24A2;PRKCZ;B3GLCT;CAMKMT;TBC1D32;BDNF	GCST007325	PMID:30643258	0.6219720640703943
EFO_0008579	0.2391934560132527	EFO_0008579	biological process	55	General risk tolerance (MTAG)	CACNA1C;PCDH7;MSRB3;BACH2;PRTG;SCMH1;MPPED2;AUTS2;TSHZ2;SEMA6D;AKT3;RARB;ZBTB20;SORCS2;STAG1;RUNX1T1;MAP2;TSHZ3;CDH13;SDCCAG8;KLHL29;CAMKMT;ZEB2;KIAA1328;CDK19;ATG10	GCST007325	PMID:30643258	0.621250706189523
EFO_0005422	0.2408614400645218	EFO_0005422	biological process	0	Facial ageing	ARL15;ZBTB20;DOCK8;ZEB2;BNC2;JAZF1	NEALE2_1757		0.6182327214113994
EFO_0008579	0.2443092783505154	EFO_0008579	biological process	17	General risk tolerance (MTAG)	GRM8;LRP8;WSCD2;STAG1;FOXN3;TSHZ3;GJA1;XKR6;SCMH1;ATG10;KIAA1328;BACH2;PRTG;PCDH7;IPO11;FOXP2;TBC1D32;CDK19;PRKCZ;GABRG3;AUTS2;SORCS3;GATA4;CAMKMT;SDCCAG8;PPP1R3B;PARP8;B3GLCT;ACVR2A;FOXP1;AKT3	GCST007325	PMID:30643258	0.6120600391259804
EFO_0004319	0.2455011261519548	EFO_0004319	biological process	1	Smoking cessation (MTAG)	IGSF21;CPNE7;XYLT1;SCAI;PTPRF;FOXP1;BCL11A;AGBL4;CTTNBP2;CELF4;HCN1;SGCD;JADE2	GCST007464	PMID:30643251	0.6099465113599211
EFO_0004875	0.246221886831691	EFO_0004875	biological process	22	Highest math class taken (MTAG) [MTAG]	CRIM1;ZSWIM6;FGF12;PDE4B;MAGI1;NPAS2;SHANK3;RALB;RNF144A;MAST4;KALRN;DCC;SH3RF3;BMP2K;PREX1;PLCL1;MAML3;KIAA1217;CSGALNACT1;SPRED2;ZEB2;ROBO1;PDE1C;MEF2C;GRIN2A;RAPGEF4;GAP43;CD40;EXT1;FARP1;DUSP6;RANBP17;SLC22A23;FBXL17;FOXP1;FOXO3;MEIS2;PLCL2;MSRA;AUTS2;GRK4;GADD45G;CAMTA1;EFNA5;FOXP2;PRKN;SNRNP200;TTLL11;AGAP1;BACE2;SAMD12;DPH6;DENND5B;LRRN2;KLHL29;CDH2;MBNL2;STK32B;MDFIC;ST6GAL2	GCST006568	PMID:30038396	0.608673344955679
EFO_0008579	0.2464286025002068	EFO_0008579	biological process	9	General risk tolerance (MTAG)	GJA1;SAMD12;AKT3;FOXP1;AUTS2;CD34;ZBTB20;RGS6;RP1L1;FOXP2;MSRB3;CDK19;XKR6;ZEB2;SCMH1;STAG1;MACROD2;ARHGAP28;EBF1;RUNX1T1;IPO11;HIVEP3	GCST007325	PMID:30643258	0.6083088858457335
EFO_0004875	0.2474112570603903	EFO_0004875	biological process	50	Highest math class taken (MTAG) [MTAG]	HMGA2;MAML3;GLIS3;KCNH1;MITF;THSD7A;CDH2;ZNF365;MSI2;KLHL29;MAML2;ST6GAL2;FAT3;AGAP1;AKAP6;GLCCI1;PRKCA;DUSP6;TLE4;PLCL1;GABRA4;EFNA5;CNTNAP2;LONRF2;AUTS2;FARP1;ROBO1;PDE4D;NEGR1;RORA;PLXNB2;FBXL17;ZNF608;PCDH9;PDE4B;DENND5B;LARGE1;FOXP1;CAMTA1;NEFM;STK32B;TCF7L2;SEMA6D;LRRN2;BNIP3;SPRED2;EFCAB6;NEDD4L;ZSWIM6;KCNJ6;VWA8;GRK4;GULP1;MCM9;DCC;MAGI1;DPH6;SGCZ;LINGO1;FGF12;KHDRBS3;RARB	GCST006568	PMID:30038396	0.6065805441248943
EFO_0004319	0.2477242422296233	EFO_0004319	biological process	23	Smoking cessation (MTAG)	SOX6;PTPRF;PDE4B;PDE1C;FOXP1	GCST007464	PMID:30643251	0.6060314913899768
GO_0036273	0.2504917150823004	GO_0036273	biological process	1	Statin medication	ASIC2;TCF7L2;GAS6;BCAM;LDLR	FINNGEN_R6_RX_STATIN		0.6012066336831311
GO_0036273	0.2508421960883806	GO_0036273	biological process	23	Statin medication	LDLR;ABCA1;RP1;HHEX;CCND2;TCF7L2;PIR;PPP1R3B;HMGCR;ST3GAL4	FINNGEN_R6_RX_STATIN		0.6005994056925318
EFO_0008579	0.2508582935832602	EFO_0008579	biological process	1	General risk tolerance (MTAG)	RBFOX1;FOXN3;SAMD12;CAMKMT;LRP8;CADM2;XKR6;NRXN1;MACROD2;LRFN2;KLHL29;PRKCZ;KIRREL3;SCMH1;KIAA1328;FOXP1;FAM78B;TSHZ3;SORCS2;GRIN2A;CACNA1C;IPO11;TBC1D32;PARP8;SLC24A2;GRM8;GRIA1;AKT3;TRHDE;AUTS2;HCN1;RGS6;ATG10	GCST007325	PMID:30643258	0.6005715362630815
EFO_0004337	0.2515102040816326	EFO_0004337	biological process	17	General cognitive ability	LARGE1;PRKD1;NAV2;FOXN3;TSHZ3;EXT1;BCL11A;PTPRF;CCDC85A	GCST006269	PMID:29844566	0.5994443903836106
GO_0036273	0.2551748603548432	GO_0036273	biological process	9	Statin medication	ABCA1;RP1;ABO;HHEX;TMEM255B;LDLR;CCDC93;TCF7L2;NOS3;ST3GAL4;MAFB;PPP1R3B;INSIG2;PIR	FINNGEN_R6_RX_STATIN		0.593162114225829
EFO_0005670	0.2557021276595744	EFO_0005670	biological process	17	Age of smoking initiation (MTAG)	NPAS3;BCL11B;ZNF423;EFNA5;FBXL17;JADE2;IMMP2L;MDFIC;TTC29;AGBL4;SDK1;PCDH7;FOXP2;AUTS2;MAP2K5;SORCS3;MFSD4B	GCST007462	PMID:30643251	0.5922656582584978
EFO_0004318	0.2557424242424242	EFO_0004318	biological process	17	Smoking status (ever vs never smokers)	GALNT17;NAV2;EFNA5;FBXL17;RANBP17;TTC29;FAM168A;BCL11A;SDK1;PCDH7;MSRA;POU6F2;ASCC3;DLX6	GCST007327	PMID:30643258	0.5921972223604424
GO_0036273	0.2572358490566038	GO_0036273	biological process	17	Statin medication	ZFPM1;LDLR;CCND2;PCSK9;NPFFR2;ST3GAL4;PPP1R3B	FINNGEN_R6_RX_STATIN		0.5896685071220666
EFO_0004337	0.2573701062829878	EFO_0004337	biological process	9	General cognitive ability	DLL4;FOXP1;MEF2C;SLC22A23;ADAMTS9	GCST006269	PMID:29844566	0.5894418981087348
EFO_0005422	0.2580749534770994	EFO_0005422	biological process	9	Facial ageing	AKAP12;ARL15;ZBTB20;KLHL6;ZEB2	NEALE2_1757		0.5882541422771725
EFO_0004337	0.2583314601071638	EFO_0004337	biological process	30	General cognitive ability	NAV2;EXT1;ADAMTS9;DCDC2;PTPRF;ERLIN1;GADD45G;PRKD1;SLC39A8;PDE4D	GCST006269	PMID:29844566	0.5878227013800812
EFO_0008579	0.2586832243044197	EFO_0008579	biological process	39	General risk tolerance (MTAG)	PRTG;PARP8;AKT3;FOXN3;SEMA6D;FOXP1;BDNF;ZBTB20;STAG1;TBC1D32;PRKCZ;CDH8;CDK19;SORCS2;RASGRF2;SDCCAG8;CAMKMT;RUNX1T1;CDH13;SAMD12;MSH6;KIAA1328;SCMH1;B3GLCT;RARB;SPRY2;XKR6	GCST007325	PMID:30643258	0.5872317345159732
EFO_0005670	0.259	EFO_0005670	biological process	13	Age of smoking initiation (MTAG)	PDE4B;TLR4;DNAJC1;ZEB2;RUNX1T1;PLCL2;HCN1;SDK1;FBXL17;MDFIC	GCST007462	PMID:30643251	0.5867002359187481
EFO_0005422	0.2594690435995302	EFO_0005422	biological process	30	Facial ageing	AKAP12;MFAP4;ZEB2;ARL15;SLC39A8	NEALE2_1757		0.5859144489749186
EFO_0004318	0.2595	EFO_0004318	biological process	13	Smoking status (ever vs never smokers)	PDE4B;DNAJC1;ZEB2;FOXO3;KLF7;RUNX1T1;SDK1;BRINP1;FBXL17	GCST007327	PMID:30643258	0.5858626378155234
EFO_0004319	0.2596810344827586	EFO_0004319	biological process	17	Smoking cessation (MTAG)	XYLT1;JADE2;TMTC2;TTC29;AGBL4;BCL11A;PTPRF;SCAI	GCST007464	PMID:30643251	0.5855597674298165
EFO_0004337	0.2646775937232882	EFO_0004337	biological process	53	General cognitive ability	AFF3;CACNA1E;FOXP1;LARGE1;DCC;PURG;ERLIN1;EXT1	GCST006269	PMID:29844566	0.5772828223337475
EFO_0004319	0.2647155000055701	EFO_0004319	biological process	33	Smoking cessation (MTAG)	TTC29;TMTC2	GCST007464	PMID:30643251	0.5772206285142676
EFO_0005670	0.2660628783870707	EFO_0005670	biological process	35	Age of smoking initiation (MTAG)	MAML3;ZBTB16;DLK1;AUTS2;KCNJ3;LRRC4C;ARID5B;PCDH7;FBXL17;SEMA6D;MAP2K5;PCDH9;ELAVL2;PDE4B;DNAJC1;IMMP2L	GCST007462	PMID:30643251	0.5750157148370689
EFO_0004875	0.2663406712874829	EFO_0004875	biological process	24	Highest math class taken (MTAG) [MTAG]	GAD1;DCLK1;GABRB2;GRIN2A;MYO3B;CDH2;ROBO1;CNTNAP2;TTC29;FAM53B;PLXDC2;PDE4D;MITF;MDFIC;CTNNA3;EGFLAM;AXIN2;WWOX;LRRC4C;SYT1;EFNA5;DLG2;LARGE1;FOXP2;MSI2;SLC22A23;RUNX1T1;AP3B2;FAM222A;VWA8;STOX2;FBXL17;RANBP17;NRXN1;MAGI1;RORA;HMGA2;SLC35F4;SDK1;NEDD4L;SPRED2;BNIP3;KDM4C;NOVA1;B3GLCT;GABRG3;LMO3;CELF2;LSAMP;CCDC85A;EXT1;ALCAM;CD47;ST6GAL2;FAT3;KIAA1217;ZFHX4;AGAP1;GABRB3;PCBP3;RNF144A;PREX1;BACE2;SAMD12;PCDH7;SNRNP200;FOXN3;FGF12;PCDH9;SLC16A12;ASTN2;BRIP1;BRINP3;HABP4;TLE4;ETV1;SATB2;NEFM;CDH8;HNMT;ZNF521	GCST006568	PMID:30038396	0.5745625099897951
EFO_0004337	0.267801228446002	EFO_0004337	biological process	33	General cognitive ability	SYT1;CCDC85A;SLC39A8;SLC22A23;TSHZ3;FOXN3;NAV2;GADD45G	GCST006269	PMID:29844566	0.5721874351429181
EFO_0005670	0.2680899285528491	EFO_0005670	biological process	27	Age of smoking initiation (MTAG)	CTTNBP2;AUTS2;GRIN2A;PLCL2;MAML3;FBXL17;CPXM2;FOXP2;SEMA6D;FOXP1;DNAJC1;DCC;AGBL4;IMMP2L;ZNF423;IQCJ;RUNX1T1	GCST007462	PMID:30643251	0.5717195010342069
EFO_0005422	0.2712286158631415	EFO_0005422	biological process	27	Facial ageing	KLHL6;ARL15;ZBTB20;RUNX2	NEALE2_1757		0.5666644923276737
EFO_0008579	0.2720131153734575	EFO_0008579	biological process	2	General risk tolerance (MTAG)	STAG1;ACVR2A;XKR6;PARP8;CDK19;FOXN3;AUTS2;PRKCZ;AKT3;IPO11;FOXP1;LRP8;ATG10;RUNX1T1;CAMKMT;SCMH1;BDNF;STK32C;ARNTL	GCST007325	PMID:30643258	0.5654101555356504
GO_0036273	0.2722459702010257	GO_0036273	biological process	55	Statin medication	CDKN2B;TCF7L2;ASIC2;ABCA1;CCND2;ST3GAL4;RGS2;CCDC93	FINNGEN_R6_RX_STATIN		0.565038539974062
EFO_0005422	0.273601039045484	EFO_0005422	biological process	53	Facial ageing	FMN1;ZEB2;PAX3;ELN;ZBTB20;MFAP4	NEALE2_1757		0.5628822576432104
EFO_0004875	0.2742695319410443	EFO_0004875	biological process	39	Highest math class taken (MTAG) [MTAG]	DIO3;SDK1;MEIS2;RORA;KIAA1217;KALRN;WWOX;GLI3;FOXN3;SLC22A23;SEMA6D;GULP1;FOXP1;PLXDC2;KHDRBS3;TLE4;TENM4;FOXO3;TCF7L2;ASTN2;PTCH1;LARGE1;NTRK2;KAT2B;MAGI1;BCL11B;KCNJ3;PDE1C;BDNF;BRINP1;BMP2K;ZNF804A;ZNF608;KDM4C;PRKN;MBNL2;FARP1;PRKCA;SNRNP200;UNC79;MCM9;CDH8;RANBP17;CAMTA1;DPH6;EHBP1;FBXL17;ZNF423;HNMT;ZSWIM6;LONRF2;RUNX1T1	GCST006568	PMID:30038396	0.561822434629579
EFO_0005670	0.2746117532642409	EFO_0005670	biological process	23	Age of smoking initiation (MTAG)	AUTS2;ZEB2;PDE4B;MAML3;DCC;CPXM2;DNAJC1;IQCJ-SCHIP1;FOXP1;FBXL17;FOXP2;IMMP2L	GCST007462	PMID:30643251	0.5612808790855345
EFO_0004319	0.2755025172971818	EFO_0004319	biological process	9	Smoking cessation (MTAG)	SOX6;FOXP1;CTTNBP2	GCST007464	PMID:30643251	0.559874428597021
EFO_0004875	0.2759480327021856	EFO_0004875	biological process	27	Highest math class taken (MTAG) [MTAG]	MAGI1;BMP2K;ROBO1;RAPGEF4;ZSWIM6;MEF2C;MAML2;GAP43;ZFPM2;CSGALNACT1;PLCL1;SHANK3;AUTS2;PDE4D;GRIN2A;ZNF521;PDE1C;GADD45G;PLCL2;MAML3;CCDC85A;SPRED2;CD40;CDH2;ZNF608;HMGA2;FGF12;SYT1;FARP1;CRIM1;LSAMP;FBXL17;MAST4;TLE4;GLI3;FOXP2;ASXL3;RNF144A;SEMA6D;TTLL11;FOXP1;KALRN;DENND5B;SCMH1;CACNA1C;APBA1;B3GLCT;DCC;PLXNB2;PLCB1;SEMA3F;RANBP17;RARB;FOXN3;BACE2;AGAP1;ZNF423;MBNL2;CAMTA1;RUNX1T1;VWA8	GCST006568	PMID:30038396	0.5591726977742226
GO_0006306	0.2759578213255199	GO_0006306	biological process	53	DNA methylation variation (age effect)	TENM4;CDH11;EYA1;ZNF423;ARHGAP42;PARD3B;CDH18;GLIS3;CDH10;ADGRL2;BMP7;PTPRM;DACH1;WDR27;FYN	GCST006660	PMID:30348214	0.5591572924471404
EFO_0004337	0.2762189241885537	EFO_0004337	biological process	2	General cognitive ability	BCL11A;EXT1;LARGE1;FOXO3;FOXN3;FOXP1;PLCL2;ERLIN1;PTPRF	GCST006269	PMID:29844566	0.5587465705469603
EFO_0005670	0.2771693375076566	EFO_0005670	biological process	53	Age of smoking initiation (MTAG)	NCAM1;EFNA5;ZBTB16;ZNF423;FOXP1;ZEB2;DCC;MAML3;GRIN2A;IMMP2L;FBXL17;CDH6;NPAS3;JADE2;NLGN1	GCST007462	PMID:30643251	0.5572548162239609
EFO_0004318	0.277964900321218	EFO_0004318	biological process	9	Smoking status (ever vs never smokers)	KLF7;ZEB2;MAML3;CTTNBP2;RANBP17;RUNX1T1;REV3L;MSRA;FBXL17;FOXO3;FAM168A;ASCC3;SEMA6D;NAV2;DNAJC1	GCST007327	PMID:30643258	0.5560100406258244
